Id,SalePrice
1461,116335.8512
1462,170652.8381
1463,166462.2214
1464,197439.7644
1465,194150.8827
1466,167693.8593
1467,176350.6134
1468,157073.2479
1469,212396.752
1470,109910.9047
1471,195412.8672
1472,103716.4706
1473,88622.85028
1474,151449.7905
1475,102056.5475
1476,324402.2648
1477,238930.7734
1478,296198.8062
1479,279401.4627
1480,425246.8945
1481,307984.7164
1482,216296.9953
1483,180297.7658
1484,185167.1621
1485,204010.8357
1486,211012.4876
1487,286623.4538
1488,246493.8909
1489,183190.5423
1490,232555.737
1491,220782.8319
1492,101317.4304
1493,208588.8499
1494,289652.5823
1495,279283.356
1496,227668.8116
1497,166547.0842
1498,167949.2261
1499,155781.715
1500,154483.9416
1501,202116.8138
1502,151883.3953
1503,276653.5227
1504,244372.1349
1505,225908.7086
1506,194300.9755
1507,249375.629
1508,198211.0753
1509,154253.2223
1510,137761.6022
1511,140915.8462
1512,191998.855
1513,151289.0793
1514,147101.1674
1515,213954.2418
1516,166984.3541
1517,183971.8028
1518,120944.4769
1519,239276.6479
1520,120040.6183
1521,115340.5801
1522,194870.0095
1523,86635.19855
1524,103122.6126
1525,97430.03216
1526,89304.19344
1527,92838.29843
1528,139571.5948
1529,134440.2985
1530,230407.7664
1531,145301.4392
1532,115858.0042
1533,169710.1851
1534,107027.6913
1535,151538.572
1536,102463.9445
1537,66439.44201
1538,182243.6953
1539,231890.9934
1540,117470.8214
1541,142520.6883
1542,130026.6025
1543,197801.8865
1544,91833.37738
1545,118263.9261
1546,135100.1595
1547,142256.5301
1548,136819.9528
1549,128471.8969
1550,132849.5279
1551,133201.598
1552,143943.4378
1553,170461.9464
1554,109546.5157
1555,164180.7362
1556,67587.84176
1557,84090.96024
1558,99984.43398
1559,90816.95251
1560,139749.3031
1561,119883.2286
1562,127225.4865
1563,112245.3964
1564,154074.6159
1565,125904.281
1566,250047.971
1567,70551.82507
1568,236042.6517
1569,104928.4571
1570,150278.4559
1571,117448.486
1572,139931.4881
1573,254606.3613
1574,133912.0377
1575,254921.8096
1576,259244.284
1577,199538.1855
1578,130865.8201
1579,138804.942
1580,193136.9859
1581,149251.7708
1582,128907.7917
1583,300356.3908
1584,233229.2111
1585,167742.6258
1586,44498.62435
1587,95730.3533
1588,153900.5107
1589,111203.0354
1590,132875.6247
1591,84136.08772
1592,124053.0843
1593,136366.0297
1594,128617.2079
1595,127421.2542
1596,214326.806
1597,171069.6327
1598,198152.3589
1599,214686.3811
1600,201829.1819
1601,45583.81222
1602,121684.7066
1603,45264.0427
1604,266138.7836
1605,261910.9913
1606,171813.9699
1607,161621.7476
1608,225054.5988
1609,191445.6632
1610,140941.0415
1611,147655.3104
1612,174587.2383
1613,160540.8564
1614,137407.2233
1615,84744.42058
1616,57802.18347
1617,64160.78116
1618,101343.4334
1619,153374.4758
1620,187316.2198
1621,127910.812
1622,139344.5484
1623,266516.1745
1624,219272.8614
1625,117095.2117
1626,179989.1911
1627,182467.6108
1628,298124.0751
1629,182382.7335
1630,312535.3342
1631,197285.8183
1632,225660.4157
1633,187735.3231
1634,193011.4931
1635,183017.4806
1636,159686.1415
1637,194686.2474
1638,216209.6263
1639,187645.4062
1640,263048.3451
1641,188488.4683
1642,248395.4096
1643,227162.7287
1644,235873.3566
1645,231417.7799
1646,169917.0703
1647,160115.2975
1648,126414.5096
1649,134636.5203
1650,111081.3374
1651,103794.7855
1652,105628.573
1653,108137.697
1654,144702.5873
1655,139178.6709
1656,135460.1597
1657,144998.8689
1658,152060.9725
1659,112462.5276
1660,155121.0444
1661,383734.9709
1662,329041.7212
1663,348176.7391
1664,430402.1738
1665,300327.9045
1666,303725.0558
1667,321972.6398
1668,325372.8107
1669,293572.5448
1670,322061.66
1671,259430.2072
1672,370898.2143
1673,284614.7631
1674,250060.0981
1675,203997.408
1676,208381.3384
1677,212323.6889
1678,421343.2573
1679,344123.1127
1680,292830.1717
1681,258123.5769
1682,300251.218
1683,191429.8943
1684,195340.8137
1685,196293.4061
1686,191949.9778
1687,190990.9589
1688,211074.7201
1689,214254.5535
1690,216498.9905
1691,205112.8334
1692,263293.0375
1693,193368.1146
1694,176845.4087
1695,165329.9533
1696,276561.949
1697,167819.1611
1698,322837.8174
1699,315400.1904
1700,254092.3058
1701,276418.9532
1702,254281.3889
1703,255214.0987
1704,284987.6441
1705,250909.839
1706,388202.3351
1707,196077.8052
1708,201743.5169
1709,269160.3452
1710,233457.9152
1711,261279.4671
1712,248580.8918
1713,268783.6939
1714,219875.7492
1715,209430.9601
1716,185695.9988
1717,184814.9873
1718,138900.1154
1719,230063.052
1720,266255.6535
1721,181432.0798
1722,130072.532
1723,158504.7208
1724,219785.9418
1725,242188.604
1726,193055.3951
1727,157480.9134
1728,197576.4149
1729,155792.8895
1730,157492.6047
1731,116068.0203
1732,120389.8059
1733,104742.6734
1734,108831.5891
1735,140595.3783
1736,102412.4974
1737,302497.0892
1738,242393.3804
1739,248575.4945
1740,193872.0608
1741,186630.1666
1742,181438.87
1743,184731.9813
1744,314439.3585
1745,226479.2601
1746,229078.6601
1747,231706.2996
1748,230981.7275
1749,161531.2717
1750,148484.7381
1751,250718.5896
1752,105235.3083
1753,146824.0298
1754,217576.5208
1755,174607.8251
1756,129221.7284
1757,103799.9964
1758,152746.8333
1759,169384.4039
1760,175203.7023
1761,151426.3862
1762,169356.8178
1763,191726.9271
1764,103984.0529
1765,193250.9951
1766,195569.3305
1767,231526.3242
1768,152011.3494
1769,174248.1899
1770,166313.5985
