Id,SalePrice
1461,122490.9265
1462,159713.3065
1463,178815.0937
1464,181538.3556
1465,197790.9415
1466,171068.3044
1467,165414.5847
1468,156850.0742
1469,183154.452
1470,125098.5043
1471,204632.5243
1472,96341.45503
1473,95600.29192
1474,151715.146
1475,134510.1162
1476,391058.2597
1477,265899.8381
1478,312711.2036
1479,260161.4213
1480,499359.8575
1481,333135.0641
1482,213661.616
1483,169394.0982
1484,175338.3801
1485,183414.2962
1486,196332.8077
1487,362791.2932
1488,243264.7607
1489,197127.1961
1490,235636.0819
1491,192431.5346
1492,90880.35026
1493,196781.8468
1494,296031.7851
1495,291744.6476
1496,233719.9014
1497,174771.8291
1498,169739.7474
1499,167975.2412
1500,147969.7757
1501,163012.1606
1502,161073.3332
1503,305284.1919
1504,220852.399
1505,213990.7112
1506,191355.3315
1507,217821.6173
1508,196562.1566
1509,167263.9242
1510,140616.7864
1511,146348.4948
1512,177312.5177
1513,139762.4768
1514,173155.6564
1515,194266.6265
1516,166731.7135
1517,162832.2413
1518,139168.2596
1519,228664.6721
1520,134289.5673
1521,137559.7062
1522,166509.5732
1523,108023.1666
1524,121209.1019
1525,125927.1248
1526,126639.7585
1527,102481.4384
1528,137754.6285
1529,143740.2693
1530,172098.8618
1531,117925.9572
1532,114786.1616
1533,164186.8336
1534,119896.7064
1535,163985.5875
1536,111107.3244
1537,72328.12643
1538,189669.4342
1539,217172.2073
1540,106227.9959
1541,144211.0056
1542,133581.7522
1543,226064.4487
1544,86725.98764
1545,109650.5963
1546,123648.0357
1547,136648.8357
1548,131676.1796
1549,114542.9111
1550,136606.2173
1551,124764.7314
1552,131662.0163
1553,175855.4309
1554,109643.7424
1555,169377.0087
1556,76992.61719
1557,112962.4447
1558,88253.87958
1559,88965.49236
1560,135449.1411
1561,148621.7427
1562,127187.952
1563,120804.6548
1564,151328.272
1565,147091.1741
1566,228515.0424
1567,72408.69362
1568,211013.1797
1569,133456.938
1570,130621.776
1571,122493.7043
1572,152884.9697
1573,277213.9799
1574,123624.0201
1575,229296.4666
1576,230704.4688
