Id,SalePrice
1461,116335.7943
1462,170655.9907
1463,166461.5991
1464,197439.2559
1465,194151.5294
1466,167694.0274
1467,176351.1542
1468,157073.4155
1469,212397.0781
1470,109911.6496
1471,195413.9902
1472,103716.7195
1473,88623.14832
1474,151450.6782
1475,102056.7912
1476,324403.1125
1477,238931.8639
1478,296198.9866
1479,279401.8987
1480,425248.8793
1481,307985.013
1482,216296.877
1483,180298.3395
1484,185167.8504
1485,204011.3447
1486,211012.0842
1487,286623.9429
1488,246494.3
1489,183190.407
1490,232555.7257
1491,220783.6889
1492,101319.0267
1493,208590.1096
1494,289654.0474
1495,279283.7845
1496,227668.7756
1497,166546.02
1498,167948.569
1499,155782.5545
1500,154483.7987
1501,202117.5686
1502,151883.619
1503,276653.4155
1504,244371.7839
1505,225908.338
1506,194301.7736
1507,249375.3759
1508,198211.0937
1509,154253.6848
1510,137762.8368
1511,140916.483
1512,192000.3231
1513,151289.3668
1514,147099.5299
1515,213953.2346
1516,166984.7532
1517,183971.2445
1518,120942.8288
1519,239276.8117
1520,120040.581
1521,115339.7823
1522,194871.2585
1523,86634.76682
1524,103121.8942
1525,97429.49188
1526,89306.01828
1527,92838.51414
1528,139571.1687
1529,134440.9849
1530,230409.5226
1531,145301.1844
1532,115857.3777
1533,169710.8291
1534,107025.0593
1535,151536.8653
1536,102463.2903
1537,66442.07375
1538,182243.8651
1539,231890.9146
1540,117470.9256
1541,142520.9797
1542,130025.8096
1543,197801.3935
1544,91833.44437
1545,118263.4653
1546,135101.083
1547,142256.5554
1548,136819.4067
1549,128472.2992
1550,132850.1476
1551,133201.1684
1552,143942.8992
1553,170461.8883
1554,109544.8696
1555,164180.9769
1556,67589.12688
1557,84094.05298
1558,99986.71079
1559,90817.7953
1560,139750.2964
1561,119883.0566
1562,127225.2228
1563,112245.0191
1564,154074.421
1565,125905.3022
1566,250048.8459
1567,70554.18489
1568,236044.2324
1569,104927.5466
1570,150278.3109
1571,117446.472
1572,139930.6516
1573,254605.0973
1574,133914.9403
1575,254922.7527
1576,259245.6971
1577,199537.976
1578,130866.0124
1579,138807.7566
1580,193136.732
1581,149251.5247
1582,128908.5056
1583,300356.9448
1584,233229.3444
1585,167743.0086
1586,44501.13286
1587,95730.75673
1588,153899.8029
1589,111208.1663
1590,132875.3728
1591,84136.95886
1592,124053.4202
1593,136367.0392
1594,128612.9693
1595,127422.1423
1596,214326.3444
1597,171067.342
1598,198153.1232
