,Id,SalePrice
0,1461,116347.43588108616
1,1462,170607.92571670085
2,1463,166473.29829966172
3,1464,197440.72280762193
4,1465,194147.0792129268
5,1466,167693.74688968726
6,1467,176339.1267070045
7,1468,157070.9001625342
8,1469,212388.9833728571
9,1470,109919.64777260297
10,1471,195417.90542975045
11,1472,103711.95462901273
12,1473,88619.64854009578
13,1474,151433.1035990793
14,1475,102056.73309117241
15,1476,324396.13902420935
16,1477,238928.4065004267
17,1478,296190.7661320135
18,1479,279396.8702478125
19,1480,425201.0006850263
20,1481,307987.2633764866
21,1482,216300.23001830617
22,1483,180296.6877780239
23,1484,185151.86116690747
24,1485,203997.77925972664
25,1486,211019.5503897
26,1487,286634.70068511204
27,1488,246495.17138200812
28,1489,183200.25706954382
29,1490,232556.4729842277
30,1491,220769.39601241576
31,1492,101276.8213161173
32,1493,208570.17577779724
33,1494,289645.96520305064
34,1495,279284.70610434515
35,1496,227673.107445771
36,1497,166583.87416186824
37,1498,167966.69518057816
38,1499,155800.6448367125
39,1500,154491.73868522816
40,1501,202094.82086399116
41,1502,151878.2968923495
42,1503,276665.4111531833
43,1504,244376.46424007637
44,1505,225913.99992852157
45,1506,194285.0839241061
46,1507,249385.09598333552
47,1508,198238.0059932426
48,1509,154244.2463278051
49,1510,137746.93510358583
50,1511,140917.40164038527
51,1512,191974.10133693204
52,1513,151311.2101819655
53,1514,147125.69365746842
54,1515,213970.86287483294
55,1516,166997.1871448008
56,1517,183979.25515097857
57,1518,120967.21283344354
58,1519,239269.870913074
59,1520,120053.89316709398
60,1521,115368.52649181255
61,1522,194845.92821417842
62,1523,86656.76604446408
63,1524,103153.42120270838
64,1525,97455.85500064096
65,1526,89298.1293048918
66,1527,92866.82426568016
67,1528,139583.17447138345
68,1529,134425.06551241537
69,1530,230375.35869730928
70,1531,145290.0706442108
71,1532,115880.08237125922
72,1533,169706.63996011356
73,1534,107098.78489309235
74,1535,151575.12632903492
75,1536,102469.86734654498
76,1537,66413.29588076775
77,1538,182233.1487186962
78,1539,231909.77450415923
79,1540,117480.62314221007
80,1541,142515.00565421046
81,1542,130043.60752345982
82,1543,197790.46134304092
83,1544,91836.26201042102
84,1545,118280.86624098814
85,1546,135102.5813756243
86,1547,142240.09574007755
87,1548,136829.58602686133
88,1549,128469.80350901559
89,1550,132846.85581162805
90,1551,133207.42911883583
91,1552,143950.4726429776
92,1553,170486.47886441788
93,1554,109598.95877608727
94,1555,164175.23932115384
95,1556,67576.9539492816
96,1557,84064.75780315453
97,1558,99944.9540382399
98,1559,90826.47800276091
99,1560,139731.7485260649
100,1561,119869.53784068779
101,1562,127220.39578795794
102,1563,112252.02505109366
103,1564,154088.29756688222
104,1565,125915.57678095787
105,1566,250034.70384324575
106,1567,70535.2545675995
107,1568,236009.13089554012
108,1569,104954.75056952785
109,1570,150269.50203520362
110,1571,117494.97480946826
111,1572,139942.96767027187
112,1573,254640.43382758962
113,1574,133869.13554016617
114,1575,254899.49927888403
115,1576,259254.32110428542
116,1577,199535.55802238348
117,1578,130882.58137474384
118,1579,138769.6571045085
119,1580,193135.14554221113
120,1581,149239.63654355134
121,1582,128905.03249657701
122,1583,300346.9982805621
123,1584,233225.44664080243
124,1585,167740.52936035104
125,1586,44469.400235712645
126,1587,95733.81035056652
127,1588,153915.59942825744
128,1589,111123.43414143566
129,1590,132885.01885563694
130,1591,84131.12647581927
131,1592,124026.17798773025
132,1593,136352.8943420857
133,1594,128695.80669295753
134,1595,127443.79092464072
135,1596,214344.4956296418
136,1597,171095.17629049288
137,1598,198142.33523119823
138,1599,214676.95978926227
139,1600,201807.17775387957
140,1601,45593.991052298225
141,1602,121702.94740422035
142,1603,45506.526696317946
143,1604,266147.3098483032
144,1605,261899.69899300055
145,1606,171815.81698054913
146,1607,161647.47602351115
147,1608,225043.57632617746
148,1609,191440.31189055566
149,1610,140926.69763505924
150,1611,147648.38772096997
151,1612,174573.6566904334
152,1613,160530.88325839455
153,1614,137387.92127232277
154,1615,84725.94982684881
155,1616,57793.82157239842
156,1617,64162.104694052716
157,1618,101361.60706922424
158,1619,153363.23258353665
159,1620,187249.19217136293
160,1621,127918.71044793923
161,1622,139336.94878220535
162,1623,266521.7258143028
163,1624,219270.41905855422
164,1625,117110.06301474234
165,1626,179981.78724357823
166,1627,182469.15628872323
167,1628,298139.8182147476
168,1629,182373.49646049365
169,1630,312557.85523150745
170,1631,197282.7777030071
171,1632,225660.4791602377
172,1633,187727.60015568137
173,1634,193001.27296518348
174,1635,183006.3272977114
175,1636,159671.47948152118
176,1637,194680.71399432002
177,1638,216201.9007629262
178,1639,187641.72536261939
179,1640,263058.06656186015
180,1641,188494.3569331466
181,1642,248401.92950765218
182,1643,227162.63044044992
183,1644,235885.6211606576
184,1645,231383.01533099078
185,1646,169896.07648210018
186,1647,160132.4686398782
187,1648,126404.45822161436
188,1649,134611.5251304512
189,1650,111076.26997479831
190,1651,103802.05670491222
191,1652,105617.63601103565
192,1653,108120.48057164182
193,1654,144684.52884955297
194,1655,139184.18943087768
195,1656,135445.88263224438
196,1657,145000.94202007854
197,1658,152045.48567653995
198,1659,112491.16067953594
199,1660,155142.93428466783
200,1661,383702.88574980735
201,1662,329064.84936246276
202,1663,348184.1097997589
203,1664,430391.6944359881
204,1665,300322.9734855901
205,1666,303727.40358181775
206,1667,321987.4575448525
207,1668,325372.8469168495
208,1669,293583.559627653
209,1670,322068.7902625123
210,1671,259436.6103681262
211,1672,370896.83345894096
212,1673,284603.1572700286
213,1674,250069.4322454941
214,1675,204002.99367683788
215,1676,208384.37787051732
216,1677,212323.80338449788
217,1678,421333.88142251445
218,1679,344114.17425022996
219,1680,292840.9710563291
220,1681,258116.3445741603
221,1682,300241.21757148614
222,1683,191418.5061485184
223,1684,195335.06287604186
224,1685,196290.48775790562
225,1686,191946.94888247165
226,1687,190988.1734270202
227,1688,211075.13315007486
228,1689,214253.66890503722
229,1690,216486.47746729094
230,1691,205095.91458592576
231,1692,263291.6640591555
232,1693,193361.10149224312
233,1694,176835.19067631615
234,1695,165312.88481527392
235,1696,276568.16795702174
236,1697,167807.37060972524
237,1698,322833.73635903175
238,1699,315379.97544389707
239,1700,254098.84167191095
240,1701,276422.7997062906
241,1702,254281.61110296263
242,1703,255193.38057055196
243,1704,284992.52376199176
244,1705,250914.00608321512
245,1706,388207.4466531627
246,1707,196080.0087454652
247,1708,201735.87573366903
248,1709,269165.8237650342
249,1710,233466.32425975427
250,1711,261275.7446091805
251,1712,248583.10757642426
252,1713,268776.87922232854
253,1714,219886.81154982676
254,1715,209433.8584692087
255,1716,185688.98633123655
256,1717,184808.49841526255
257,1718,138898.99950334243
258,1719,230061.78961277707
259,1720,266255.42598973855
260,1721,181423.24816464272
261,1722,130062.16005489521
262,1723,158490.7659651006
263,1724,219776.3105924602
264,1725,242197.46883157978
265,1726,193064.63514223613
266,1727,157470.8761181198
267,1728,197563.84707236243
268,1729,155790.2032242947
269,1730,157531.65742737113
270,1731,116058.94637385302
271,1732,120383.78404896101
272,1733,104762.75172473723
273,1734,108831.04252880684
274,1735,140594.50820787507
275,1736,102427.31527416909
276,1737,302530.40703793406
277,1738,242412.71650379314
278,1739,248625.52383718838
279,1740,193885.98571719497
280,1741,186658.7921923208
281,1742,181427.7097828968
282,1743,184712.76440829283
283,1744,314474.5338732229
284,1745,226481.5966876425
285,1746,229093.16798347677
286,1747,231707.84468646173
287,1748,230985.93923933164
288,1749,161538.27072340343
289,1750,148505.43135507533
290,1751,250711.07168044324
291,1752,105265.12399711099
292,1753,146811.6134666591
293,1754,217594.36286355474
294,1755,174631.09826413123
295,1756,129200.86138654884
296,1757,103796.43116520019
297,1758,152749.46874423523
298,1759,169390.41789416177
299,1760,175184.41552974167
300,1761,151425.46109001606
301,1762,169385.4462298751
302,1763,191704.2694909256
303,1764,103985.23200611386
304,1765,193236.30560235132
305,1766,195555.0135721427
306,1767,231523.7498371735
307,1768,152006.94579986774
308,1769,174247.31356183626
309,1770,166297.632694219
310,1771,108515.35543354752
311,1772,137739.25839013013
312,1773,113850.7034661374
313,1774,157801.93240276375
314,1775,137695.3756018728
315,1776,134000.36909291463
316,1777,83999.74337454094
317,1778,153692.20899414865
318,1779,120992.11666112463
