,Id,SalePrice
0,1461,128730.0
1,1462,154476.0
2,1463,191600.0
3,1464,155880.0
4,1465,216506.48
5,1466,155880.0
6,1467,141000.0
7,1468,154000.0
8,1469,221283.8
9,1470,113954.0
10,1471,186604.0
11,1472,88960.0
12,1473,88000.0
13,1474,147970.0
14,1475,133280.0
15,1476,593431.84
16,1477,234187.04
17,1478,320000.0
18,1479,234880.0
19,1480,396550.0
20,1481,307318.32
21,1482,201030.0
22,1483,176524.36
23,1484,192820.4
24,1485,166820.0
25,1486,221677.5
26,1487,353900.0
27,1488,226730.0
28,1489,216362.4
29,1490,210845.0
30,1491,179912.0
31,1492,49400.0
32,1493,147420.0
33,1494,335104.0
34,1495,307178.88
35,1496,209920.0
36,1497,192906.38
37,1498,145657.28
38,1499,145229.44
39,1500,80300.0
40,1501,169040.0
41,1502,165930.0
42,1503,382814.4
43,1504,215469.12
44,1505,208590.0
45,1506,182880.0
46,1507,147048.0
47,1508,188460.0
48,1509,155180.0
49,1510,155140.0
50,1511,172676.0
51,1512,170890.0
52,1513,163220.0
53,1514,133361.0
54,1515,240740.0
55,1516,182408.0
56,1517,166740.0
57,1518,120316.4
58,1519,229588.0
59,1520,143240.0
60,1521,167044.0
61,1522,166764.0
62,1523,105000.0
63,1524,128030.0
64,1525,79389.8
65,1526,133440.0
66,1527,104732.0
67,1528,126250.0
68,1529,149600.0
69,1530,167240.0
70,1531,102648.0
71,1532,123250.0
72,1533,175460.0
73,1534,119760.0
74,1535,139720.0
75,1536,119200.0
76,1537,51350.0
77,1538,165020.0
78,1539,227666.16
79,1540,130840.0
80,1541,210000.0
81,1542,139240.0
82,1543,169210.0
83,1544,82180.0
84,1545,80280.0
85,1546,115440.0
86,1547,132000.0
87,1548,153523.6
88,1549,120526.0
89,1550,154450.0
90,1551,103082.4
91,1552,145172.0
92,1553,141496.5
93,1554,117000.0
94,1555,163645.0
95,1556,126960.0
96,1557,144520.0
97,1558,97890.0
98,1559,132910.0
99,1560,160960.0
100,1561,127376.0
101,1562,129965.0
102,1563,112950.0
103,1564,170938.0
104,1565,154610.0
105,1566,253230.0
106,1567,65856.08
107,1568,215890.0
108,1569,146060.0
109,1570,145480.0
110,1571,179500.0
111,1572,146364.0
112,1573,242840.0
113,1574,97880.0
114,1575,190144.0
115,1576,219250.0
116,1577,234632.0
117,1578,182066.0
118,1579,141711.6
119,1580,189580.0
120,1581,156880.0
121,1582,128910.0
122,1583,308250.4
123,1584,230780.0
124,1585,140000.0
125,1586,76538.0
126,1587,66268.0
127,1588,144808.0
128,1589,71287.76
129,1590,155000.0
130,1591,104496.0
131,1592,105045.2
132,1593,116375.0
133,1594,174280.0
134,1595,135090.0
135,1596,225240.0
136,1597,162351.42
137,1598,248600.0
138,1599,221111.2
139,1600,216596.48
140,1601,89280.0
141,1602,109674.0
142,1603,107378.0
143,1604,275360.0
144,1605,250775.0
145,1606,160700.0
146,1607,120350.0
147,1608,191126.0
148,1609,216979.2
149,1610,165090.0
150,1611,146560.0
151,1612,161200.0
152,1613,140680.0
153,1614,125250.0
154,1615,77150.0
155,1616,85690.0
156,1617,88210.0
157,1618,116810.0
158,1619,130250.0
159,1620,90000.0
160,1621,80320.0
161,1622,145880.0
162,1623,315090.0
163,1624,216250.0
164,1625,128550.0
165,1626,209340.0
166,1627,196960.0
167,1628,270220.0
168,1629,170920.0
169,1630,279500.0
170,1631,210990.0
171,1632,234440.0
172,1633,170550.0
173,1634,170338.0
174,1635,188080.0
175,1636,140720.0
176,1637,153970.0
177,1638,206150.0
178,1639,202638.0
179,1640,216320.0
180,1641,193700.0
181,1642,225582.0
182,1643,203918.0
183,1644,210346.24
184,1645,174000.0
185,1646,152170.0
186,1647,171520.0
187,1648,150000.0
188,1649,152440.0
189,1650,120094.0
190,1651,123990.0
191,1652,83240.0
192,1653,116400.0
193,1654,154680.0
194,1655,177296.0
195,1656,147370.0
196,1657,154680.0
197,1658,147370.0
198,1659,132354.0
199,1660,149300.0
200,1661,406375.0
201,1662,464813.54
202,1663,399632.88
203,1664,376025.0
204,1665,336060.0
205,1666,316840.0
206,1667,413760.0
207,1668,313820.16
208,1669,303008.78
209,1670,332780.0
210,1671,228670.0
211,1672,376000.0
212,1673,313360.0
213,1674,248878.0
214,1675,195194.0
215,1676,195974.0
216,1677,213258.0
217,1678,371800.0
218,1679,422380.0
219,1680,319912.84
220,1681,279406.4
221,1682,277256.0
222,1683,173190.0
223,1684,164990.0
224,1685,173990.0
225,1686,160065.8
226,1687,158200.0
227,1688,195920.0
228,1689,195900.0
229,1690,185350.0
230,1691,182590.0
231,1692,260200.0
232,1693,162580.0
233,1694,184140.0
234,1695,171410.0
235,1696,309328.0
236,1697,184940.0
237,1698,332920.0
238,1699,361924.0
239,1700,225570.0
240,1701,234610.0
241,1702,252342.0
242,1703,253610.0
243,1704,298975.4
244,1705,233980.0
245,1706,461743.74
246,1707,216076.8
247,1708,247390.4
248,1709,317720.0
249,1710,214887.44
250,1711,292339.6
251,1712,203530.0
252,1713,231530.0
253,1714,225880.0
254,1715,214828.0
255,1716,189209.1
256,1717,190916.32
257,1718,114012.5
258,1719,226616.4
259,1720,288104.1
260,1721,226913.2
261,1722,114012.5
262,1723,155660.0
263,1724,246327.2
264,1725,221340.0
265,1726,190700.0
266,1727,177962.36
267,1728,184921.9
268,1729,165840.0
269,1730,138378.26
270,1731,119430.0
271,1732,147000.0
272,1733,126608.0
273,1734,125740.0
274,1735,139970.0
275,1736,117710.0
276,1737,287960.0
277,1738,222910.72
278,1739,308965.0
