Id,SalePrice
1461,116347.4359
1462,170607.9257
1463,166473.2983
1464,197440.7228
1465,194147.0792
1466,167693.7469
1467,176339.1267
1468,157070.9002
1469,212388.9834
1470,109919.6478
1471,195417.9054
1472,103711.9546
1473,88619.64854
1474,151433.1036
1475,102056.7331
1476,324396.139
1477,238928.4065
1478,296190.7661
1479,279396.8702
1480,425201.0007
1481,307987.2634
1482,216300.23
1483,180296.6878
1484,185151.8612
1485,203997.7793
1486,211019.5504
1487,286634.7007
1488,246495.1714
1489,183200.2571
1490,232556.473
1491,220769.396
1492,101276.8213
1493,208570.1758
1494,289645.9652
1495,279284.7061
1496,227673.1074
1497,166583.8742
1498,167966.6952
1499,155800.6448
1500,154491.7387
1501,202094.8209
1502,151878.2969
1503,276665.4112
1504,244376.4642
1505,225913.9999
1506,194285.0839
1507,249385.096
1508,198238.006
1509,154244.2463
1510,137746.9351
1511,140917.4016
1512,191974.1013
1513,151311.2102
1514,147125.6937
1515,213970.8629
1516,166997.1871
1517,183979.2552
1518,120967.2128
1519,239269.8709
1520,120053.8932
1521,115368.5265
1522,194845.9282
1523,86656.76604
1524,103153.4212
1525,97455.855
1526,89298.1293
1527,92866.82427
1528,139583.1745
1529,134425.0655
1530,230375.3587
1531,145290.0706
1532,115880.0824
1533,169706.64
1534,107098.7849
1535,151575.1263
1536,102469.8673
1537,66413.29588
1538,182233.1487
1539,231909.7745
1540,117480.6231
1541,142515.0057
1542,130043.6075
1543,197790.4613
1544,91836.26201
1545,118280.8662
1546,135102.5814
1547,142240.0957
1548,136829.586
1549,128469.8035
1550,132846.8558
1551,133207.4291
1552,143950.4726
1553,170486.4789
1554,109598.9588
1555,164175.2393
1556,67576.95395
1557,84064.7578
1558,99944.95404
1559,90826.478
1560,139731.7485
1561,119869.5378
1562,127220.3958
1563,112252.0251
1564,154088.2976
1565,125915.5768
1566,250034.7038
1567,70535.25457
1568,236009.1309
1569,104954.7506
1570,150269.502
1571,117494.9748
1572,139942.9677
1573,254640.4338
1574,133869.1355
1575,254899.4993
1576,259254.3211
1577,199535.558
1578,130882.5814
1579,138769.6571
1580,193135.1455
1581,149239.6365
1582,128905.0325
1583,300346.9983
1584,233225.4466
1585,167740.5294
1586,44469.40024
1587,95733.81035
1588,153915.5994
1589,111123.4341
1590,132885.0189
1591,84131.12648
1592,124026.178
1593,136352.8943
1594,128695.8067
1595,127443.7909
1596,214344.4956
1597,171095.1763
1598,198142.3352
1599,214676.9598
1600,201807.1778
1601,45593.99105
1602,121702.9474
1603,45506.5267
1604,266147.3098
1605,261899.699
1606,171815.817
1607,161647.476
1608,225043.5763
1609,191440.3119
1610,140926.6976
1611,147648.3877
1612,174573.6567
1613,160530.8833
1614,137387.9213
1615,84725.94983
1616,57793.82157
1617,64162.10469
1618,101361.6071
1619,153363.2326
1620,187249.1922
1621,127918.7104
1622,139336.9488
1623,266521.7258
1624,219270.4191
1625,117110.063
1626,179981.7872
1627,182469.1563
1628,298139.8182
1629,182373.4965
1630,312557.8552
1631,197282.7777
1632,225660.4792
1633,187727.6002
1634,193001.273
1635,183006.3273
1636,159671.4795
1637,194680.714
1638,216201.9008
1639,187641.7254
1640,263058.0666
1641,188494.3569
1642,248401.9295
1643,227162.6304
1644,235885.6212
1645,231383.0153
1646,169896.0765
1647,160132.4686
1648,126404.4582
1649,134611.5251
1650,111076.27
1651,103802.0567
1652,105617.636
1653,108120.4806
1654,144684.5288
1655,139184.1894
1656,135445.8826
1657,145000.942
1658,152045.4857
1659,112491.1607
1660,155142.9343
1661,383702.8857
1662,329064.8494
1663,348184.1098
1664,430391.6944
1665,300322.9735
1666,303727.4036
1667,321987.4575
1668,325372.8469
1669,293583.5596
1670,322068.7903
1671,259436.6104
1672,370896.8335
1673,284603.1573
1674,250069.4322
1675,204002.9937
1676,208384.3779
1677,212323.8034
1678,421333.8814
1679,344114.1743
1680,292840.9711
1681,258116.3446
1682,300241.2176
1683,191418.5061
1684,195335.0629
1685,196290.4878
1686,191946.9489
1687,190988.1734
1688,211075.1332
1689,214253.6689
1690,216486.4775
1691,205095.9146
1692,263291.6641
1693,193361.1015
1694,176835.1907
1695,165312.8848
1696,276568.168
1697,167807.3706
1698,322833.7364
1699,315379.9754
1700,254098.8417
1701,276422.7997
1702,254281.6111
1703,255193.3806
1704,284992.5238
1705,250914.0061
1706,388207.4467
1707,196080.0087
1708,201735.8757
1709,269165.8238
1710,233466.3243
1711,261275.7446
1712,248583.1076
1713,268776.8792
1714,219886.8115
1715,209433.8585
1716,185688.9863
1717,184808.4984
1718,138898.9995
1719,230061.7896
1720,266255.426
1721,181423.2482
1722,130062.1601
1723,158490.766
1724,219776.3106
1725,242197.4688
1726,193064.6351
1727,157470.8761
1728,197563.8471
1729,155790.2032
1730,157531.6574
1731,116058.9464
1732,120383.784
1733,104762.7517
1734,108831.0425
1735,140594.5082
1736,102427.3153
1737,302530.407
1738,242412.7165
1739,248625.5238
1740,193885.9857
1741,186658.7922
1742,181427.7098
1743,184712.7644
1744,314474.5339
1745,226481.5967
1746,229093.168
1747,231707.8447
1748,230985.9392
1749,161538.2707
1750,148505.4314
1751,250711.0717
1752,105265.124
1753,146811.6135
1754,217594.3629
1755,174631.0983
1756,129200.8614
1757,103796.4312
1758,152749.4687
1759,169390.4179
1760,175184.4155
1761,151425.4611
1762,169385.4462
1763,191704.2695
1764,103985.232
1765,193236.3056
1766,195555.0136
1767,231523.7498
1768,152006.9458
1769,174247.3136
1770,166297.6327
1771,108515.3554
1772,137739.2584
1773,113850.7035
1774,157801.9324
1775,137695.3756
1776,134000.3691
1777,83999.74337
1778,153692.209
1779,120992.1167
1780,186562.5967
1781,118257.2601
1782,55399.55888
1783,134961.2014
1784,94617.75515
1785,123264.7352
1786,136694.5513
1787,179003.345
1788,37533.65235
1789,109963.3637
1790,41658.72483
1791,206900.5025
1792,163064.9055
1793,126806.027
1794,185409.0846
1795,126126.4203
1796,151180.2286
1797,152507.3365
1798,103850.3684
1799,88647.61141
1800,118202.4496
1801,100680.8008
1802,140078.5684
1803,163086.3753
1804,144779.5497
1805,134589.895
1806,139105.7076
1807,164708.0226
1808,122412.6724
1809,139331.419
1810,147967.5519
1811,73067.13965
1812,105595.3564
1813,109211.1219
1814,81968.62776
1815,32853.16694
1816,105880.641
1817,118948.5817
1818,170330.4665
1819,131079.4842
1820,66015.84772
1821,97438.10179
1822,155839.8565
1823,48330.43954
1824,146426.9552
1825,137733.3217
1826,105030.427
1827,93418.82248
1828,142101.2746
1829,155709.5882
1830,160652.1092
1831,150139.2209
1832,91749.34941
1833,158190.8629
1834,135315.7583
1835,136960.03
1836,126201.9566
1837,108819.5629
1838,103562.2487
1839,66810.01368
1840,148442.0155
1841,136560.7704
1842,96916.87459
1843,121883.7526
1844,140755.6617
1845,124063.2376
1846,155793.8141
1847,169844.1371
1848,8148.350659
1849,104728.2511
1850,111827.0355
1851,162170.6332
1852,124357.2533
1853,137367.7777
1854,183593.9028
1855,171504.0478
1856,229291.0313
1857,143305.5624
1858,131604.8649
1859,111575.3938
1860,165966.0708
1861,110496.4281
