,Id,SalePrice
0,1461,116831.94946306781
1,1462,169191.87454537104
2,1463,166982.57637512265
3,1464,197855.59160769335
4,1465,193778.76601539878
5,1466,167760.26724100916
6,1467,176162.92737051018
7,1468,157117.5152418058
8,1469,212346.66710284958
9,1470,109766.04307129979
10,1471,194944.5366177787
11,1472,103697.0636221295
12,1473,88606.37340349774
13,1474,150961.99435824784
14,1475,102086.72346379352
15,1476,323729.61242424126
16,1477,238464.97972078912
17,1478,296131.813415054
18,1479,279075.5437210271
19,1480,424171.55165914923
20,1481,307920.91129800805
21,1482,216332.93675575894
22,1483,179988.83143884828
23,1484,184763.28319894383
24,1485,203678.31871518982
25,1486,211162.60721617914
26,1487,286688.36075944605
27,1488,246366.08273587585
28,1489,183411.70734752365
29,1490,232598.50935358624
30,1491,220337.77155886695
31,1492,100559.66956450115
32,1493,208257.68709905632
33,1494,288943.9838513002
34,1495,278969.3836214214
35,1496,227618.17086513818
36,1497,167247.57591763453
37,1498,168393.6806000733
38,1499,155611.85229710187
39,1500,154553.65222781117
40,1501,201525.24828321172
41,1502,151704.95046738873
42,1503,276640.1869943653
43,1504,244497.3166081804
44,1505,226099.73774772522
45,1506,193776.55366521166
46,1507,249665.910526825
47,1508,198335.95336435502
48,1509,154082.0745470327
49,1510,137215.8138319481
50,1511,140625.89784800273
51,1512,191306.43109046586
52,1513,151261.37613422843
53,1514,147979.31998308934
54,1515,214132.875790457
55,1516,166944.24091728567
56,1517,184357.83118931635
57,1518,121971.87674284831
58,1519,239153.98071787658
59,1520,120124.58241452894
60,1521,115818.63806389866
61,1522,194345.60833711375
62,1523,86897.0842147707
63,1524,103381.6029810491
64,1525,97861.63590602833
65,1526,88522.19655111316
66,1527,92815.42228155793
67,1528,139797.34325396304
68,1529,134091.22573414992
69,1530,229693.42705542129
70,1531,145177.25532655336
71,1532,116061.8304288506
72,1533,169233.25851118704
73,1534,108573.4304878983
74,1535,152566.20401542785
75,1536,102644.51376778074
76,1537,65488.549387505045
77,1538,181974.0845881875
78,1539,231721.15972320794
79,1540,117591.8142138638
80,1541,142444.0584465831
81,1542,130612.58057941997
82,1543,197997.93756579282
83,1544,91842.31928258087
84,1545,118440.90269408701
85,1546,134752.0603115264
86,1547,142184.84811377665
87,1548,137052.14939713676
88,1549,128312.29134753533
89,1550,132474.05009740265
90,1551,133194.3597304324
91,1552,144095.54094211315
92,1553,170545.52835924528
93,1554,110268.63895714481
94,1555,164140.5278092384
95,1556,66980.51700924383
96,1557,82797.14309870522
97,1558,99071.4512994797
98,1559,90549.63290511176
99,1560,139253.42534697975
100,1561,120286.84735697787
101,1562,127503.55122249923
102,1563,112496.6750938103
103,1564,154369.99679496174
104,1565,125977.80969778041
105,1566,249859.34351298737
106,1567,69596.93637571274
107,1568,235542.80857828434
108,1569,105502.53484458895
109,1570,150541.11237054737
110,1571,118551.41638345609
111,1572,140466.45554523752
112,1573,255278.31742877688
113,1574,132413.07000103022
114,1575,254665.28475970554
